256 455
218 178 153
218 177 152
218 178 150
219 179 151
218 178 150
219 179 151
219 179 151
219 178 153
219 179 151
219 178 153
219 178 153
218 177 152
217 176 151
220 179 154
220 179 154
219 177 154
218 178 153
220 178 155
220 179 154
220 179 154
220 180 155
220 179 154
221 180 155
221 180 155
221 180 155
220 179 154
222 181 156
221 180 155
220 180 155
221 180 155
221 180 155
221 181 156
221 181 156
222 182 157
220 180 155
222 181 156
221 181 156
221 181 156
222 182 157
222 182 157
222 182 157
222 182 157
221 181 156
222 182 157
223 183 158
223 184 156
222 183 155
224 185 157
221 184 158
223 183 158
222 184 160
224 183 160
223 185 161
223 182 159
221 183 159
221 183 159
221 183 159
222 184 160
222 184 160
222 184 160
220 185 159
222 184 160
223 186 160
224 187 161
223 188 162
223 185 161
224 186 162
222 186 162
222 186 162
224 186 162
225 187 163
223 187 163
222 186 162
224 185 163
224 185 163
223 186 164
222 185 163
225 186 164
226 187 165
223 186 164
224 187 165
224 187 165
224 187 165
225 188 166
224 187 165
225 188 166
223 189 166
223 189 166
223 189 166
224 190 167
223 189 166
224 190 167
222 190 167
224 190 167
224 190 167
225 191 168
223 191 168
225 191 168
225 191 168
224 190 167
223 191 168
226 192 169
223 190 170
224 191 172
222 190 171
224 192 173
223 191 172
224 193 172
223 192 171
223 192 171
223 192 171
225 192 172
225 192 172
225 192 172
224 191 171
225 192 172
225 192 172
225 192 173
225 192 173
225 192 173
224 191 171
225 192 172
226 193 173
226 193 173
224 193 172
225 193 174
225 193 174
225 193 174
225 194 173
225 193 174
224 194 175
225 193 174
226 195 174
226 195 174
225 194 173
226 194 175
225 193 174
226 194 175
226 194 175
227 195 176
224 194 175
226 194 175
226 194 175
227 194 178
226 194 175
227 195 176
225 195 176
227 195 176
225 195 178
227 194 178
224 194 177
224 194 177
225 195 178
225 195 178
225 195 176
225 195 178
222 197 181
215 198 185
240 229 221
239 236 232
235 235 235
233 233 233
229 229 229
232 232 232
233 233 233
227 227 227
226 226 226
235 235 235
234 234 234
234 234 234
234 234 234
234 234 234
234 234 234
234 234 234
234 234 234
234 234 234
234 234 234
234 234 234
234 234 234
233 233 233
232 232 232
236 234 234
221 219 218
232 229 225
211 202 193
143 122 107
228 200 183
227 198 183
225 199 183
226 197 182
225 199 183
227 198 183
226 200 184
228 199 184
226 200 184
225 199 183
225 199 183
226 200 183
226 200 183
226 200 184
226 200 184
226 200 184
227 201 185
226 200 184
226 200 184
228 199 184
226 200 184
226 200 184
227 201 185
226 200 184
227 201 185
227 201 185
226 200 184
226 200 184
225 199 183
226 201 185
227 202 186
226 201 185
226 201 185
226 201 185
226 201 185
226 201 185
226 201 185
227 202 186
226 201 185
228 202 186
227 201 185
226 201 185
226 201 185
226 200 186
226 200 186
226 201 185
226 201 185
226 200 186
226 200 186
227 201 187
226 200 186
226 200 188
226 200 188
227 201 187
227 201 187
227 201 189
225 199 187
226 200 188
227 201 189
227 201 189
228 202 190
227 201 189
227 200 190
225 200 190
225 200 190
228 202 190
227 201 189
226 200 188
226 200 188
227 200 190
227 201 189
226 200 188
227 201 189
225 200 190
224 202 191
225 201 189
225 201 189
224 200 188
225 201 189
225 201 189
225 201 189
225 201 189
225 201 189
225 201 189
225 201 189
225 201 189
223 201 189
225 200 190
222 200 189
225 200 190
223 201 190
223 201 190
223 201 189
222 200 188
224 200 188
223 199 187
225 201 189
225 201 189
224 200 188
224 200 188
225 201 189
224 200 188
225 201 189
224 199 189
224 200 188
224 200 188
223 202 187
223 201 189
222 200 188
221 199 187
221 199 187
223 199 187
223 199 187
222 200 188
222 200 188
221 199 187
221 199 187
223 199 187
224 200 188
224 198 184
225 199 185
225 199 185
223 200 185
223 199 187
223 199 187
221 199 187
221 199 187
224 198 186
225 199 187
222 197 187
222 197 187
222 197 187
222 197 187
222 198 186
222 198 186
223 199 187
221 197 185
222 198 186
222 198 186
221 196 186
219 197 186
220 198 186
220 198 186
221 197 185
221 197 185
223 198 188
222 197 187
223 196 186
223 197 185
222 196 184
222 196 182
222 196 182
222 196 182
222 196 182
222 196 184
222 196 184
223 197 185
222 196 182
222 196 182
222 196 182
221 195 181
222 196 182
222 196 182
222 196 182
221 195 181
222 196 182
222 196 182
220 196 184
219 195 183
219 196 181
219 196 180
221 195 181
221 195 181
221 195 181
220 194 180
221 193 182
223 195 184
220 194 182
221 195 183
221 194 180
221 194 180
221 194 180
221 194 180
220 193 179
220 193 179
220 195 179
219 194 178
219 193 179
219 193 179
219 194 178
217 192 176
220 194 178
213 168 141
213 169 140
213 169 140
213 169 138
213 169 138
213 169 138
213 169 140
214 170 141
213 169 140
214 170 141
216 169 141
214 170 141
215 169 138
216 170 139
216 169 141
215 171 142
213 169 140
213 169 140
214 170 139
215 171 140
213 171 142
213 171 142
215 170 143
215 170 143
215 170 143
214 169 142
215 170 143
215 170 143
215 170 143
215 171 142
216 169 142
217 170 142
217 170 143
217 170 142
217 170 143
217 170 143
218 171 144
215 170 143
215 170 143
215 170 143
216 172 143
216 172 141
217 171 140
215 171 140
216 172 141
216 172 141
216 172 141
217 173 142
216 172 141
216 172 141
217 173 144
216 171 144
215 173 144
215 173 144
217 172 145
218 173 146
217 173 144
217 173 144
215 173 144
206 175 142
194 185 142
144 165 110
91 148 80
79 156 82
74 156 81
73 157 79
70 156 78
70 157 77
67 158 73
66 160 73
68 163 76
75 163 80
84 154 84
118 162 109
172 187 149
197 186 158
199 173 149
209 172 150
216 176 151
215 175 147
217 175 146
216 174 145
219 177 148
218 176 147
218 175 148
219 176 149
218 175 148
218 175 148
218 175 148
219 176 149
219 176 149
219 176 149
218 175 148
219 176 149
219 176 149
220 177 150
219 176 149
221 178 151
220 177 150
220 177 150
220 176 152
219 175 151
221 177 153
221 177 153
221 177 153
220 177 150
221 177 153
221 178 151
219 178 153
219 179 151
223 179 155
222 179 152
221 178 151
219 179 151
221 178 151
222 182 154
222 179 152
221 180 155
222 178 154
220 180 152
221 181 153
221 181 153
221 181 152
221 181 152
222 182 153
221 181 153
221 181 153
221 180 155
222 180 157
219 178 155
223 181 158
222 182 157
221 181 156
221 181 156
222 182 157
222 182 157
223 183 158
222 182 157
222 182 157
223 183 158
223 183 158
223 183 158
224 183 160
224 184 159
222 182 157
223 183 158
223 182 159
224 183 160
224 183 160
224 183 160
224 183 160
225 184 161
224 183 160
225 184 161
225 184 161
225 184 161
223 185 161
223 185 161
223 185 161
223 185 161
224 186 162
223 185 161
224 186 162
222 186 162
222 186 162
223 187 163
223 186 164
222 186 162
223 187 163
224 188 164
224 188 164
224 188 164
224 188 164
225 189 165
224 188 164
223 186 164
225 188 166
225 188 166
225 188 166
222 188 165
223 188 168
223 190 170
223 190 170
222 189 169
222 190 167
222 190 167
223 189 166
224 190 167
224 189 169
222 190 167
223 188 168
225 191 168
225 190 170
225 190 170
225 190 170
225 190 170
225 190 170
226 192 169
226 191 171
225 190 170
225 190 170
225 192 172
224 191 171
225 192 172
225 192 172
224 193 172
224 191 171
224 193 172
225 192 172
223 192 169
225 192 172
224 193 172
223 192 171
224 193 172
225 192 172
225 192 172
225 192 172
225 194 173
226 193 174
225 193 174
224 192 173
225 194 173
224 193 172
225 194 173
225 193 174
225 193 174
225 192 176
225 192 176
224 191 175
225 192 176
225 193 174
224 194 175
224 194 175
216 191 175
218 202 190
242 234 227
238 234 233
232 232 232
226 226 226
230 230 230
234 234 234
233 233 233
226 226 226
228 228 228
235 235 235
233 233 233
234 234 234
233 233 233
233 233 233
233 233 233
233 233 233
233 233 233
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
236 234 234
224 222 222
222 220 219
229 223 216
143 122 107
214 186 169
227 198 183
225 196 181
227 196 181
225 196 181
225 197 180
226 198 181
225 197 180
226 198 181
225 199 183
224 198 182
227 199 182
227 199 182
227 198 183
225 199 183
226 197 182
225 199 183
226 197 182
226 197 182
226 197 182
227 198 183
228 199 184
226 200 184
227 198 183
226 200 184
227 198 183
228 199 184
227 198 183
228 199 184
225 199 183
225 200 184
225 200 184
225 200 184
226 201 185
225 200 184
226 201 185
226 201 185
226 201 185
226 201 185
227 201 185
227 201 185
226 200 184
226 201 185
227 202 186
226 201 185
226 201 185
226 201 185
226 200 186
225 199 185
226 200 186
226 200 186
227 201 189
227 201 189
227 201 187
228 202 188
228 202 188
227 201 189
228 202 190
227 201 189
227 201 189
228 202 190
227 201 189
227 201 189
228 201 191
228 201 191
227 201 189
227 201 189
227 201 189
228 202 190
228 202 190
227 201 189
227 201 189
228 202 190
225 201 189
224 202 190
225 203 191
223 201 189
226 202 190
225 201 189
225 201 189
225 201 189
227 203 191
226 202 190
226 202 190
226 202 190
225 203 191
224 202 190
224 202 190
224 202 190
223 201 190
224 202 190
225 203 192
223 201 189
225 203 191
224 202 190
225 201 189
225 201 189
223 201 189
223 201 189
225 201 189
225 201 189
225 201 189
225 201 189
224 200 188
225 201 189
225 202 187
223 202 187
223 201 189
223 201 189
223 201 189
223 201 189
224 200 188
224 200 188
224 200 188
222 200 188
223 201 189
223 201 189
222 200 188
224 200 188
226 200 186
227 201 187
224 201 186
224 201 186
224 200 188
225 201 189
225 201 189
224 200 188
225 199 187
226 200 188
226 200 188
223 199 187
223 199 187
225 201 189
226 200 188
224 201 186
225 199 185
222 199 184
224 198 186
222 198 186
223 199 187
224 200 188
223 199 187
222 199 184
223 200 185
222 199 184
223 197 185
223 197 185
225 199 187
226 198 187
224 198 184
224 199 183
223 197 181
224 198 182
224 197 183
223 197 183
222 196 184
222 196 184
222 196 182
223 197 181
223 196 182
223 196 182
222 195 181
223 196 182
223 196 182
222 195 181
222 196 180
220 194 180
221 195 181
220 194 180
221 196 180
221 196 180
221 196 180
220 195 179
221 194 180
221 194 180
221 194 180
221 194 180
220 192 181
221 194 180
221 194 180
221 195 179
220 194 178
220 194 178
222 193 178
221 192 177
220 194 178
220 194 178
220 194 178
219 193 177
219 193 177
218 192 176
219 193 177
214 167 139
212 166 135
211 165 134
212 166 135
211 165 134
213 167 136
211 165 134
213 167 136
214 168 137
213 167 136
215 168 137
214 168 137
215 168 136
215 168 136
214 167 136
214 167 136
214 168 137
213 167 136
213 167 136
214 169 136
214 168 137
214 168 137
213 166 138
214 167 139
215 168 140
213 166 138
214 167 139
214 167 139
215 168 140
214 168 137
216 168 140
216 169 138
216 168 140
216 169 138
216 168 140
216 168 140
216 168 140
215 168 140
216 169 141
215 169 138
215 169 138
215 170 137
216 169 137
215 170 137
216 171 138
215 170 137
216 171 138
215 170 137
215 170 137
216 170 139
216 169 141
216 169 141
214 170 139
214 170 139
217 170 142
216 169 141
217 170 142
217 170 142
217 170 142
212 171 139
207 173 137
190 181 137
126 158 101
89 148 80
79 156 82
71 157 79
70 156 78
70 156 78
70 158 75
67 158 73
68 159 74
70 161 76
75 162 82
80 156 85
101 156 99
153 183 142
194 189 168
196 170 154
209 171 147
216 173 146
216 172 143
218 174 143
218 174 143
217 173 142
218 174 145
218 174 145
218 174 145
217 173 144
219 175 146
218 174 145
218 174 145
219 175 146
219 175 146
219 175 146
219 175 146
219 175 146
219 175 146
219 175 146
219 175 146
218 174 145
219 174 147
220 175 148
219 174 147
220 175 148
220 175 148
220 176 147
221 176 149
221 177 148
219 176 149
219 177 148
222 177 150
221 177 148
221 177 148
219 177 148
221 177 148
220 178 149
222 178 149
219 176 149
222 177 150
221 178 151
220 177 150
220 178 149
220 177 150
221 178 151
221 178 151
221 178 151
221 178 151
221 178 151
221 177 153
219 178 153
221 177 153
220 180 152
220 180 152
220 180 152
219 179 151
219 179 151
220 180 152
220 180 152
220 180 152
221 181 153
221 181 153
221 181 153
221 180 155
222 181 156
221 180 155
222 182 154
222 181 156
223 182 157
222 181 156
223 182 157
223 181 158
224 182 159
224 183 158
223 183 158
224 184 159
222 185 159
223 183 158
223 183 158
223 182 159
225 184 161
224 183 160
223 182 159
225 185 160
222 185 159
222 185 159
222 185 159
222 184 160
222 184 160
221 183 159
222 185 159
223 186 160
223 186 160
223 186 160
224 187 161
222 184 160
224 186 162
223 185 161
224 186 162
224 186 162
224 186 162
222 186 162
223 186 164
223 186 164
223 186 164
222 186 162
225 189 165
223 187 163
223 187 163
224 187 165
222 188 164
224 187 165
223 187 163
224 187 165
225 188 166
226 189 167
225 188 166
225 188 166
226 190 166
226 189 167
225 188 166
226 189 167
225 191 168
224 190 167
224 190 167
225 191 168
223 191 168
224 190 167
223 191 168
224 190 167
223 192 167
224 190 167
223 191 168
223 191 168
223 191 168
225 191 168
225 191 168
225 191 168
223 191 168
226 191 171
224 191 171
222 191 170
223 192 171
222 189 169
224 191 171
224 191 171
225 192 172
223 190 171
225 192 173
224 191 172
224 192 173
224 192 173
224 192 173
226 194 175
213 188 172
225 212 204
241 234 231
229 227 226
229 230 228
230 230 230
233 233 233
232 231 233
231 230 232
224 224 224
232 232 232
233 233 233
232 232 232
233 233 233
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
230 232 232
230 232 232
232 232 232
232 232 232
232 232 232
231 231 231
233 233 233
220 220 220
219 219 219
238 234 229
156 137 124
194 168 151
230 200 183
223 193 176
227 194 178
225 195 178
223 196 176
224 197 177
223 196 176
223 196 176
223 195 178
224 196 179
225 194 179
226 195 180
227 196 181
225 196 181
226 195 180
224 195 180
227 196 181
228 197 182
227 197 180
227 197 180
227 196 181
226 197 182
229 199 182
226 198 181
228 198 181
228 198 181
227 196 181
228 197 182
228 200 183
224 198 181
224 198 182
224 198 182
224 198 182
224 198 182
224 198 182
224 198 182
225 199 183
224 198 182
223 197 181
224 198 182
223 197 180
225 199 182
225 199 182
225 199 183
224 199 183
224 199 183
225 200 184
223 198 182
224 199 183
224 199 183
225 198 184
225 198 184
224 199 183
224 199 183
223 200 184
224 201 186
225 199 185
225 199 185
226 199 185
226 199 185
226 200 184
226 200 184
227 200 186
225 199 185
226 200 186
226 200 186
226 200 186
226 200 186
227 201 187
225 199 185
226 200 186
227 201 187
224 201 186
225 202 187
225 202 187
224 201 186
227 201 187
226 200 186
224 201 186
224 201 186
227 201 187
227 201 187
225 202 187
225 202 187
225 202 187
226 203 188
224 201 186
225 202 187
225 201 189
224 201 186
225 201 189
225 202 187
224 203 188
223 202 187
225 202 187
225 202 187
225 202 187
225 202 187
227 201 187
227 201 187
225 202 187
225 202 187
228 202 188
225 202 187
225 202 187
225 202 187
224 201 186
225 202 187
225 202 187
225 202 187
225 199 185
225 202 187
225 202 187
225 202 187
225 202 187
225 202 187
224 201 186
226 200 186
227 201 187
227 201 187
227 201 187
226 200 186
226 200 186
224 198 184
225 199 185
223 197 183
224 198 184
226 200 186
225 199 185
226 200 186
225 199 185
225 200 184
226 200 184
225 200 184
226 200 184
225 200 184
226 199 185
225 198 184
225 198 184
225 199 183
224 199 183
223 198 182
223 198 182
224 199 183
224 198 181
223 197 180
226 197 182
227 198 183
223 197 180
223 197 180
225 197 180
225 197 180
225 196 181
223 197 181
221 195 179
221 195 179
220 194 178
224 196 179
223 194 179
222 193 178
223 194 179
222 193 178
222 193 178
223 194 179
222 194 177
222 194 177
221 192 177
222 193 178
222 193 178
220 192 175
221 193 176
219 193 176
221 192 177
220 191 176
221 192 177
222 193 178
221 192 178
220 191 176
221 192 177
219 190 175
219 190 175
220 192 175
220 192 175
219 191 174
219 191 174
220 192 175
219 191 174
219 191 174
220 192 175
219 190 175
219 190 175
210 163 132
211 164 132
210 163 131
210 163 131
211 164 132
212 165 133
212 165 133
211 164 132
211 164 132
211 164 132
212 165 134
211 164 132
212 166 132
211 165 131
214 165 133
214 164 134
213 166 135
211 164 132
211 164 132
213 166 134
213 166 134
213 166 134
212 165 134
211 164 133
211 164 133
212 165 134
212 165 134
213 166 135
212 165 134
213 166 135
215 165 135
215 165 135
213 166 135
213 166 135
215 165 135
215 165 135
213 166 135
213 166 135
214 167 136
214 167 136
213 166 134
214 167 135
214 167 135
214 167 135
214 167 135
214 167 135
213 166 134
214 167 135
214 167 135
215 168 136
215 168 137
214 168 137
215 168 136
215 168 136
215 168 137
214 167 136
214 166 138
215 168 137
215 168 137
216 169 137
215 168 136
202 173 134
176 179 130
118 152 92
87 150 80
74 156 81
72 155 80
69 155 77
69 156 76
70 158 75
67 157 74
64 157 72
67 161 76
70 159 85
77 152 100
91 139 110
143 154 144
194 179 176
199 170 155
203 166 144
211 171 143
216 172 143
217 171 140
218 172 141
219 172 141
218 172 141
218 170 142
218 172 141
219 173 142
218 172 141
218 172 141
218 172 141
219 173 142
218 172 141
219 173 142
219 173 142
218 172 141
219 173 142
220 174 143
220 173 145
220 173 145
220 173 145
218 171 143
219 172 144
220 173 145
218 174 145
221 174 146
221 174 146
221 174 146
222 175 147
222 175 147
222 175 147
221 174 146
220 176 145
221 175 144
220 176 145
222 176 145
220 176 147
223 176 148
221 177 148
220 176 147
221 177 148
221 176 149
221 176 149
220 175 148
221 176 149
220 175 148
220 175 148
221 175 151
220 177 150
221 176 149
218 176 147
220 177 150
219 177 148
219 176 149
219 176 149
219 176 149
218 178 150
220 177 150
218 178 150
221 181 153
219 179 151
219 179 151
220 180 152
221 178 151
220 180 152
220 180 152
220 179 154
222 181 156
221 180 155
221 180 155
221 180 155
221 181 153
222 182 154
220 180 155
220 180 155
220 180 152
221 181 153
222 181 156
222 182 157
220 179 156
221 181 156
222 182 157
222 182 157
222 182 157
222 182 157
223 181 158
222 182 157
223 183 158
221 184 158
223 183 158
221 184 158
223 184 156
223 186 160
223 182 159
224 183 160
223 182 159
224 184 159
225 185 160
225 185 160
223 185 161
220 184 160
222 184 160
222 184 160
223 185 161
223 185 161
224 186 162
224 186 162
224 186 162
223 187 163
224 186 162
224 186 162
224 186 162
224 186 162
224 186 162
225 187 163
224 188 164
224 188 164
225 187 163
226 188 164
226 187 165
224 187 165
224 187 165
225 188 166
224 188 164
225 189 165
226 189 167
226 189 167
224 188 164
223 189 165
226 190 166
224 190 166
225 191 168
225 191 168
226 189 167
226 189 167
227 190 168
224 190 167
226 192 169
225 191 168
223 191 168
223 191 168
222 190 167
222 189 169
222 189 169
224 191 171
224 191 171
224 191 171
224 191 172
225 192 173
224 191 172
222 190 171
223 191 172
213 190 175
232 220 214
233 229 228
233 231 230
233 234 232
230 230 230
233 233 233
231 230 232
229 228 230
221 221 221
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
230 232 232
230 232 232
231 231 231
231 231 231
231 231 231
230 230 230
232 232 232
219 219 219
218 220 220
243 239 234
174 157 144
176 150 133
233 203 186
226 193 177
227 194 178
226 196 177
226 196 177
223 196 175
223 196 176
224 197 177
222 196 179
222 196 180
225 196 182
224 195 181
222 195 181
221 194 180
221 194 180
222 195 181
222 195 181
223 196 182
222 196 180
221 195 179
220 194 178
219 193 177
218 192 176
216 190 174
219 190 175
223 193 176
230 197 178
230 195 175
230 195 175
231 198 178
231 199 180
229 199 180
225 197 180
223 195 178
225 196 181
224 195 180
223 197 181
222 196 180
224 198 182
223 197 181
226 198 181
226 198 181
225 197 180
224 198 181
224 198 182
223 198 182
224 198 182
222 197 181
222 197 181
222 197 181
224 198 182
222 196 180
221 196 180
223 198 182
220 197 181
220 197 181
221 195 181
222 196 182
223 196 182
223 197 181
224 198 182
224 198 181
224 198 182
223 197 181
223 198 182
223 198 182
224 199 183
223 198 182
223 197 183
222 196 182
223 197 183
223 197 183
223 200 184
221 198 182
220 197 182
221 198 183
223 197 183
223 197 183
222 199 184
222 199 184
222 196 182
221 195 181
221 198 183
221 198 183
220 197 182
221 198 183
222 199 184
220 197 182
220 197 182
220 197 182
221 198 183
221 198 183
221 198 183
221 198 183
220 197 182
220 197 182
220 197 182
220 197 182
222 196 182
222 196 182
220 197 182
220 197 182
222 196 182
221 195 181
219 196 181
220 197 182
221 195 181
222 196 182
220 197 182
219 193 179
221 195 181
221 195 181
221 195 181
219 196 181
219 196 181
219 196 181
221 195 181
220 194 180
221 195 181
220 194 180
221 195 181
220 194 180
221 194 180
220 193 179
220 194 180
219 193 179
219 193 177
220 194 178
218 192 178
218 192 178
219 193 177
219 193 177
218 192 175
218 192 175
219 193 177
219 193 177
218 192 176
218 192 176
219 190 175
218 189 174
218 192 175
217 191 174
216 190 173
216 190 173
216 190 173
215 190 170
217 189 172
217 189 172
218 190 173
217 190 170
217 189 172
220 190 173
218 190 173
217 189 172
216 190 174
216 190 174
218 190 173
218 190 173
220 190 173
220 190 173
218 189 174
218 189 174
220 189 174
219 188 173
217 189 172
216 188 171
220 190 173
220 189 174
219 189 172
219 189 172
217 189 172
218 190 173
217 189 172
216 188 171
219 188 173
219 188 173
218 189 174
217 188 173
219 188 173
219 188 173
217 189 172
216 188 171
215 187 170
218 188 171
218 188 171
217 187 170
217 187 170
219 189 172
217 187 170
217 187 170
217 186 171
210 161 129
210 162 128
210 162 128
210 162 128
210 162 128
211 163 129
211 163 129
210 162 128
211 163 129
213 165 131
211 162 130
210 161 129
212 164 130
210 162 128
213 162 130
210 161 129
211 162 130
212 163 131
212 163 131
212 163 131
212 164 130
213 165 131
211 162 130
212 163 131
210 161 129
211 162 130
213 164 132
213 164 132
212 163 131
213 164 132
212 163 131
212 163 131
213 164 132
214 165 133
212 163 131
212 163 131
213 164 132
213 164 132
213 164 132
214 165 133
212 163 131
214 165 133
213 164 132
214 165 133
213 164 132
213 164 132
213 164 132
215 166 134
213 164 132
214 165 133
214 165 133
212 165 133
214 165 133
214 165 133
215 166 134
215 166 134
215 165 135
216 167 135
215 166 134
212 165 133
212 165 133
209 169 134
202 173 134
169 169 121
100 143 80
81 151 80
75 157 80
70 156 78
69 155 77
69 155 77
68 158 75
67 157 74
63 155 72
68 153 91
69 138 117
84 132 136
167 186 201
173 173 187
186 173 171
197 173 161
201 166 146
208 168 140
216 170 139
216 169 137
219 169 139
216 169 138
219 169 139
217 170 139
218 171 140
217 170 138
217 170 138
218 171 139
218 171 139
218 171 139
218 171 139
219 172 140
218 171 139
219 172 140
218 171 139
219 172 141
220 173 142
219 172 141
219 172 141
219 172 141
218 172 141
217 171 140
219 172 141
219 172 141
219 172 141
221 174 143
220 173 142
220 173 142
220 173 142
219 174 141
220 173 141
219 174 141
221 174 142
220 174 143
221 174 143
220 174 143
221 175 144
219 173 142
220 173 145
221 174 146
220 173 145
220 173 145
221 174 146
222 175 147
221 174 147
220 175 148
222 175 147
220 176 145
220 176 147
220 176 145
220 176 147
220 176 147
220 175 148
217 174 147
221 176 149
219 176 149
218 178 150
217 177 149
218 175 148
220 178 149
222 178 149
219 177 148
219 177 148
220 177 150
219 176 149
220 177 150
219 176 149
220 177 150
220 177 150
221 178 151
218 178 150
219 179 151
220 177 150
221 178 151
221 178 151
220 180 152
220 179 154
220 180 152
221 181 153
221 181 153
221 181 153
220 180 152
222 178 154
222 181 156
222 181 156
221 182 154
223 182 157
221 181 156
223 182 157
221 181 156
222 180 157
223 181 158
223 182 157
223 182 157
221 181 156
223 183 158
221 184 158
221 184 158
224 184 159
223 183 158
224 183 160
224 183 160
223 182 159
224 183 160
225 184 161
222 184 160
224 183 160
224 183 160
225 184 161
224 183 160
223 185 161
223 185 161
223 185 161
223 185 161
225 184 161
224 186 162
223 185 161
223 185 161
223 185 161
224 186 162
224 185 163
224 185 163
224 186 162
225 187 163
226 188 164
223 187 163
226 188 164
224 188 164
224 188 164
225 189 165
227 189 165
224 188 164
225 189 165
226 190 166
225 189 165
225 189 165
225 189 165
224 190 166
223 189 165
224 190 167
223 189 166
226 192 169
225 191 168
225 191 168
223 190 170
222 189 169
223 190 170
222 189 170
217 187 170
220 198 186
241 230 226
234 232 231
233 234 232
230 231 229
230 230 230
233 232 234
231 231 231
224 224 224
224 224 224
233 233 233
231 231 231
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
232 232 232
229 229 229
230 230 230
230 230 230
221 221 221
217 220 218
239 235 230
197 181 168
159 135 117
227 199 182
223 193 174
224 194 175
224 194 175
223 193 174
220 193 173
220 192 175
219 193 177
218 193 177
216 193 178
214 192 180
214 192 181
213 193 182
215 195 184
214 193 185
212 191 183
208 188 177
210 191 178
216 195 180
217 196 181
215 196 181
217 198 185
227 205 193
227 205 193
228 205 190
227 199 182
197 159 135
189 144 117
194 150 121
202 158 129
207 167 139
220 182 158
227 194 174
229 199 180
225 195 178
223 194 179
222 196 180
221 195 179
223 194 179
223 194 179
223 194 179
223 194 179
223 194 179
224 195 180
225 196 181
221 195 179
224 195 180
224 198 182
222 197 181
223 198 182
224 198 182
223 197 181
223 198 182
224 199 183
222 197 181
222 197 181
223 197 181
224 198 182
224 198 182
225 199 183
225 200 184
224 199 183
224 199 183
224 199 183
224 199 183
224 199 183
224 199 183
225 200 184
226 201 185
224 199 183
223 200 184
223 200 184
223 198 182
223 198 182
224 198 184
224 198 184
224 199 183
223 198 182
224 199 183
224 199 183
224 199 183
224 199 183
224 199 183
223 198 182
225 200 184
224 199 183
222 196 182
223 197 183
222 197 181
225 200 184
224 199 183
223 198 182
223 198 182
223 198 182
223 198 182
223 198 182
223 198 182
223 198 182
222 197 181
223 198 182
223 198 182
222 197 181
223 198 182
222 197 181
222 197 181
220 195 179
220 195 179
220 195 179
220 195 179
219 194 178
221 195 179
220 194 178
221 195 179
219 194 178
219 194 178
219 194 178
219 193 177
220 194 178
221 195 179
220 194 178
221 195 179
220 194 178
220 194 178
220 194 178
218 192 176
220 194 178
220 194 178
220 194 178
219 194 178
219 194 178
220 194 178
220 194 178
220 194 178
220 194 178
222 193 178
222 193 178
219 193 177
220 194 178
220 194 178
218 192 176
219 193 177
219 193 177
218 192 176
218 192 175
219 193 176
218 192 175
219 190 175
219 191 174
219 191 174
220 192 175
218 190 173
219 191 174
219 191 174
219 191 174
219 191 174
218 190 173
218 190 173
218 190 173
219 191 174
217 189 172
220 189 174
220 189 174
219 188 173
219 188 173
218 188 171
219 189 172
218 188 171
218 188 171
219 189 172
219 189 172
219 189 172
220 190 173
219 189 172
218 188 171
219 189 172
219 189 172
219 189 172
218 188 171
218 188 171
218 188 171
220 190 173
217 187 170
218 188 171
219 186 170
219 186 170
219 186 170
219 187 168
219 187 168
219 186 170
219 186 170
217 187 170
210 159 126
209 161 127
211 160 127
209 161 127
211 160 127
210 162 128
210 159 126
208 160 126
209 161 127
209 161 127
211 160 127
211 160 127
211 160 127
211 160 127
211 160 127
210 159 126
211 160 127
209 161 127
210 162 128
208 160 126
211 163 129
210 162 128
209 160 128
210 162 128
209 161 127
210 162 128
212 161 128
210 162 128
212 161 129
209 160 128
210 161 129
210 161 129
211 162 130
210 162 128
210 161 129
211 162 130
210 161 129
211 162 130
211 162 130
211 162 130
212 163 131
211 162 130
212 163 131
212 164 130
213 162 130
211 163 129
214 163 131
211 163 129
212 163 131
212 164 130
212 163 131
212 164 130
212 163 131
213 164 132
213 164 132
213 164 132
213 164 132
213 164 132
213 164 132
214 166 132
213 165 131
211 165 131
212 166 132
197 173 131
151 165 111
98 146 80
82 154 78
72 157 77
73 157 79
69 155 77
70 157 77
68 157 77
65 155 79
67 146 95
66 124 123
140 180 205
179 200 231
182 191 218
183 183 195
185 175 175
197 175 163
200 167 147
205 164 139
215 168 140
216 169 138
218 168 138
218 168 138
218 168 138
216 169 137
215 168 136
218 169 137
217 168 136
215 168 136
217 170 138
219 170 138
219 170 138
217 170 138
217 170 138
219 170 138
219 170 138
217 170 139
217 170 139
219 170 138
220 171 139
218 171 139
218 171 139
221 171 141
220 170 140
220 171 139
219 170 138
220 170 140
220 170 140
219 172 140
219 172 140
219 172 140
218 171 139
220 173 141
219 172 140
219 172 140
221 174 142
219 172 141
217 170 139
219 171 143
220 173 142
220 173 142
220 173 142
219 172 141
220 172 144
220 172 144
219 172 144
221 173 145
220 174 143
220 174 143
220 174 143
